simulationId,mode,seed,numRanks,numBlocks,replicationLevel,failuresUntilDataLoss
indep-ranks-rankwise,rank,8,10000,100000000,4,1806
indep-ranks-rankwise,rank,9,10000,100000000,4,1102
indep-ranks-rankwise,rank,0,100000,100000000,4,5645
indep-ranks-rankwise,rank,1,100000,100000000,4,5645
indep-ranks-rankwise,rank,2,100000,100000000,4,8845
indep-ranks-rankwise,rank,3,100000,100000000,4,7426
indep-ranks-rankwise,rank,4,100000,100000000,4,7282
indep-ranks-rankwise,rank,5,100000,100000000,4,7260
indep-ranks-rankwise,rank,6,100000,100000000,4,6506
indep-ranks-rankwise,rank,7,100000,100000000,4,7827
indep-ranks-rankwise,rank,8,100000,100000000,4,8275
indep-ranks-rankwise,rank,9,100000,100000000,4,7356
indep-ranks-rankwise,rank,0,1000000,100000000,4,24585
indep-ranks-rankwise,rank,1,1000000,100000000,4,24585
indep-ranks-rankwise,rank,2,1000000,100000000,4,46921
indep-ranks-rankwise,rank,3,1000000,100000000,4,30592
indep-ranks-rankwise,rank,4,1000000,100000000,4,40889
indep-ranks-rankwise,rank,5,1000000,100000000,4,23373
indep-ranks-rankwise,rank,6,1000000,100000000,4,43608
indep-ranks-rankwise,rank,7,1000000,100000000,4,49006
indep-ranks-rankwise,rank,8,1000000,100000000,4,24607
indep-ranks-rankwise,rank,9,1000000,100000000,4,56146
indep-ranks-nodewise,node,0,200,1000000000,2,40
indep-ranks-nodewise,node,1,200,1000000000,2,40
indep-ranks-nodewise,node,2,200,1000000000,2,120
indep-ranks-nodewise,node,3,200,1000000000,2,80
indep-ranks-nodewise,node,4,200,1000000000,2,80
indep-ranks-nodewise,node,5,200,1000000000,2,40
indep-ranks-nodewise,node,6,200,1000000000,2,100
indep-ranks-nodewise,node,7,200,1000000000,2,40
indep-ranks-nodewise,node,8,200,1000000000,2,80
indep-ranks-nodewise,node,9,200,1000000000,2,80
indep-ranks-nodewise,node,0,2000,1000000000,2,360
indep-ranks-nodewise,node,1,2000,1000000000,2,360
indep-ranks-nodewise,node,2,2000,1000000000,2,200
indep-ranks-nodewise,node,3,2000,1000000000,2,160
indep-ranks-nodewise,node,4,2000,1000000000,2,380
indep-ranks-nodewise,node,5,2000,1000000000,2,120
indep-ranks-nodewise,node,6,2000,1000000000,2,220
indep-ranks-nodewise,node,7,2000,1000000000,2,100
indep-ranks-nodewise,node,8,2000,1000000000,2,240
indep-ranks-nodewise,node,9,2000,1000000000,2,400
indep-ranks-nodewise,node,0,20000,1000000000,2,880
indep-ranks-nodewise,node,1,20000,1000000000,2,880
indep-ranks-nodewise,node,2,20000,1000000000,2,1160
indep-ranks-nodewise,node,3,20000,1000000000,2,440
indep-ranks-nodewise,node,4,20000,1000000000,2,1420
indep-ranks-nodewise,node,5,20000,1000000000,2,900
indep-ranks-nodewise,node,6,20000,1000000000,2,1000
indep-ranks-nodewise,node,7,20000,1000000000,2,240
indep-ranks-nodewise,node,8,20000,1000000000,2,560
indep-ranks-nodewise,node,9,20000,1000000000,2,920
indep-ranks-nodewise,node,0,200000,1000000000,2,460
indep-ranks-nodewise,node,1,200000,1000000000,2,460
indep-ranks-nodewise,node,2,200000,1000000000,2,1480
indep-ranks-nodewise,node,3,200000,1000000000,2,4300
indep-ranks-nodewise,node,4,200000,1000000000,2,1880
indep-ranks-nodewise,node,5,200000,1000000000,2,1380
indep-ranks-nodewise,node,6,200000,1000000000,2,1480
indep-ranks-nodewise,node,7,200000,1000000000,2,3620
indep-ranks-nodewise,node,8,200000,1000000000,2,4400
indep-ranks-nodewise,node,9,200000,1000000000,2,3480
indep-ranks-nodewise,node,0,2000000,1000000000,2,5820
indep-ranks-nodewise,node,1,2000000,1000000000,2,5820
indep-ranks-nodewise,node,2,2000000,1000000000,2,4800
indep-ranks-nodewise,node,3,2000000,1000000000,2,1120
indep-ranks-nodewise,node,4,2000000,1000000000,2,5900
indep-ranks-nodewise,node,5,2000000,1000000000,2,11340
indep-ranks-nodewise,node,6,2000000,1000000000,2,6000
indep-ranks-nodewise,node,7,2000000,1000000000,2,10540
indep-ranks-nodewise,node,8,2000000,1000000000,2,16520
indep-ranks-nodewise,node,9,2000000,1000000000,2,6360
indep-ranks-nodewise,node,0,20000000,1000000000,2,20800
indep-ranks-nodewise,node,1,20000000,1000000000,2,20800
indep-ranks-nodewise,node,2,20000000,1000000000,2,23760
indep-ranks-nodewise,node,3,20000000,1000000000,2,12280
indep-ranks-nodewise,node,4,20000000,1000000000,2,21180
indep-ranks-nodewise,node,5,20000000,1000000000,2,18720
indep-ranks-nodewise,node,6,20000000,1000000000,2,6700
indep-ranks-nodewise,node,7,20000000,1000000000,2,27820
indep-ranks-nodewise,node,8,20000000,1000000000,2,33380
indep-ranks-nodewise,node,9,20000000,1000000000,2,55520
indep-ranks-nodewise,node,0,200,1000000000,3,140
indep-ranks-nodewise,node,1,200,1000000000,3,140
indep-ranks-nodewise,node,2,200,1000000000,3,80
indep-ranks-nodewise,node,3,200,1000000000,3,80
indep-ranks-nodewise,node,4,200,1000000000,3,120
indep-ranks-nodewise,node,5,200,1000000000,3,140
indep-ranks-nodewise,node,6,200,1000000000,3,100
indep-ranks-nodewise,node,7,200,1000000000,3,140
indep-ranks-nodewise,node,8,200,1000000000,3,140
indep-ranks-nodewise,node,9,200,1000000000,3,60
indep-ranks-nodewise,node,0,2000,1000000000,3,420
indep-ranks-nodewise,node,1,2000,1000000000,3,420
indep-ranks-nodewise,node,2,2000,1000000000,3,260
indep-ranks-nodewise,node,3,2000,1000000000,3,380
indep-ranks-nodewise,node,4,2000,1000000000,3,180
indep-ranks-nodewise,node,5,2000,1000000000,3,620
indep-ranks-nodewise,node,6,2000,1000000000,3,360
indep-ranks-nodewise,node,7,2000,1000000000,3,220
indep-ranks-nodewise,node,8,2000,1000000000,3,700
indep-ranks-nodewise,node,9,2000,1000000000,3,500
indep-ranks-nodewise,node,0,20000,1000000000,3,1820
indep-ranks-nodewise,node,1,20000,1000000000,3,1820
indep-ranks-nodewise,node,2,20000,1000000000,3,2100
indep-ranks-nodewise,node,3,20000,1000000000,3,2320
indep-ranks-nodewise,node,4,20000,1000000000,3,2540
indep-ranks-nodewise,node,5,20000,1000000000,3,2020
indep-ranks-nodewise,node,6,20000,1000000000,3,2020
indep-ranks-nodewise,node,7,20000,1000000000,3,1120
indep-ranks-nodewise,node,8,20000,1000000000,3,1480
indep-ranks-nodewise,node,9,20000,1000000000,3,1040
indep-ranks-nodewise,node,0,200000,1000000000,3,8600
indep-ranks-nodewise,node,1,200000,1000000000,3,8600
indep-ranks-nodewise,node,2,200000,1000000000,3,3280
indep-ranks-nodewise,node,3,200000,1000000000,3,5260
indep-ranks-nodewise,node,4,200000,1000000000,3,760
indep-ranks-nodewise,node,5,200000,1000000000,3,6300
indep-ranks-nodewise,node,6,200000,1000000000,3,11120
indep-ranks-nodewise,node,7,200000,1000000000,3,9460
indep-ranks-nodewise,node,8,200000,1000000000,3,11320
indep-ranks-nodewise,node,9,200000,1000000000,3,9420
indep-ranks-nodewise,node,0,2000000,1000000000,3,21140
indep-ranks-nodewise,node,1,2000000,1000000000,3,21140
indep-ranks-nodewise,node,2,2000000,1000000000,3,14440
indep-ranks-nodewise,node,3,2000000,1000000000,3,47640
indep-ranks-nodewise,node,4,2000000,1000000000,3,41320
indep-ranks-nodewise,node,5,2000000,1000000000,3,42140
indep-ranks-nodewise,node,6,2000000,1000000000,3,44060
indep-ranks-nodewise,node,7,2000000,1000000000,3,45640
indep-ranks-nodewise,node,8,2000000,1000000000,3,33220
indep-ranks-nodewise,node,9,2000000,1000000000,3,15500
indep-ranks-nodewise,node,0,20000000,1000000000,3,151820
indep-ranks-nodewise,node,1,20000000,1000000000,3,151820
indep-ranks-nodewise,node,2,20000000,1000000000,3,158720
indep-ranks-nodewise,node,3,20000000,1000000000,3,182540
indep-ranks-nodewise,node,4,20000000,1000000000,3,268800
indep-ranks-nodewise,node,5,20000000,1000000000,3,205360
indep-ranks-nodewise,node,6,20000000,1000000000,3,250140
indep-ranks-nodewise,node,7,20000000,1000000000,3,151060
indep-ranks-nodewise,node,8,20000000,1000000000,3,192580
indep-ranks-nodewise,node,9,20000000,1000000000,3,175620
indep-ranks-nodewise,node,0,200,1000000000,4,160
indep-ranks-nodewise,node,1,200,1000000000,4,160
indep-ranks-nodewise,node,2,200,1000000000,4,140
indep-ranks-nodewise,node,3,200,1000000000,4,160
indep-ranks-nodewise,node,4,200,1000000000,4,160
indep-ranks-nodewise,node,5,200,1000000000,4,160
indep-ranks-nodewise,node,6,200,1000000000,4,140
indep-ranks-nodewise,node,7,200,1000000000,4,160
indep-ranks-nodewise,node,8,200,1000000000,4,160
indep-ranks-nodewise,node,9,200,1000000000,4,100
indep-ranks-nodewise,node,0,2000,1000000000,4,940
indep-ranks-nodewise,node,1,2000,1000000000,4,940
indep-ranks-nodewise,node,2,2000,1000000000,4,680
indep-ranks-nodewise,node,3,2000,1000000000,4,840
indep-ranks-nodewise,node,4,2000,1000000000,4,880
indep-ranks-nodewise,node,5,2000,1000000000,4,1200
indep-ranks-nodewise,node,6,2000,1000000000,4,620
indep-ranks-nodewise,node,7,2000,1000000000,4,920
indep-ranks-nodewise,node,8,2000,1000000000,4,920
indep-ranks-nodewise,node,9,2000,1000000000,4,860
indep-ranks-nodewise,node,0,20000,1000000000,4,2480
indep-ranks-nodewise,node,1,20000,1000000000,4,2480
indep-ranks-nodewise,node,2,20000,1000000000,4,6460
indep-ranks-nodewise,node,3,20000,1000000000,4,4540
indep-ranks-nodewise,node,4,20000,1000000000,4,5260
indep-ranks-nodewise,node,5,20000,1000000000,4,4520
indep-ranks-nodewise,node,6,20000,1000000000,4,1540
indep-ranks-nodewise,node,7,20000,1000000000,4,3080
indep-ranks-nodewise,node,8,20000,1000000000,4,5820
indep-ranks-nodewise,node,9,20000,1000000000,4,4760
indep-ranks-nodewise,node,0,200000,1000000000,4,9720
indep-ranks-nodewise,node,1,200000,1000000000,4,9720
indep-ranks-nodewise,node,2,200000,1000000000,4,28280
indep-ranks-nodewise,node,3,200000,1000000000,4,34220
indep-ranks-nodewise,node,4,200000,1000000000,4,22740
indep-ranks-nodewise,node,5,200000,1000000000,4,34260
indep-ranks-nodewise,node,6,200000,1000000000,4,19920
indep-ranks-nodewise,node,7,200000,1000000000,4,34860
indep-ranks-nodewise,node,8,200000,1000000000,4,36120
indep-ranks-nodewise,node,9,200000,1000000000,4,22040
indep-ranks-nodewise,node,0,2000000,1000000000,4,112900
indep-ranks-nodewise,node,1,2000000,1000000000,4,112900
indep-ranks-nodewise,node,2,2000000,1000000000,4,176900
indep-ranks-nodewise,node,3,2000000,1000000000,4,148520
indep-ranks-nodewise,node,4,2000000,1000000000,4,145640
indep-ranks-nodewise,node,5,2000000,1000000000,4,145200
indep-ranks-nodewise,node,6,2000000,1000000000,4,130120
indep-ranks-nodewise,node,7,2000000,1000000000,4,156540
indep-ranks-nodewise,node,8,2000000,1000000000,4,165500
indep-ranks-nodewise,node,9,2000000,1000000000,4,147120
indep-ranks-nodewise,node,0,20000000,1000000000,4,491700
indep-ranks-nodewise,node,1,20000000,1000000000,4,491700
indep-ranks-nodewise,node,2,20000000,1000000000,4,938420
indep-ranks-nodewise,node,3,20000000,1000000000,4,611840
indep-ranks-nodewise,node,4,20000000,1000000000,4,817780
indep-ranks-nodewise,node,5,20000000,1000000000,4,467460
indep-ranks-nodewise,node,6,20000000,1000000000,4,872160
indep-ranks-nodewise,node,7,20000000,1000000000,4,980120
indep-ranks-nodewise,node,8,20000000,1000000000,4,492140
indep-ranks-nodewise,node,9,20000000,1000000000,4,1122920
indep-ranks-rackwise-40rpr,rack,0,400,1000000000,2,80
indep-ranks-rackwise-40rpr,rack,1,400,1000000000,2,80
indep-ranks-rackwise-40rpr,rack,2,400,1000000000,2,240
indep-ranks-rackwise-40rpr,rack,3,400,1000000000,2,160
indep-ranks-rackwise-40rpr,rack,4,400,1000000000,2,160
indep-ranks-rackwise-40rpr,rack,5,400,1000000000,2,80
indep-ranks-rackwise-40rpr,rack,6,400,1000000000,2,200
indep-ranks-rackwise-40rpr,rack,7,400,1000000000,2,80
indep-ranks-rackwise-40rpr,rack,8,400,1000000000,2,160
indep-ranks-rackwise-40rpr,rack,9,400,1000000000,2,160
indep-ranks-rackwise-40rpr,rack,0,4000,1000000000,2,720
indep-ranks-rackwise-40rpr,rack,1,4000,1000000000,2,720
indep-ranks-rackwise-40rpr,rack,2,4000,1000000000,2,400
indep-ranks-rackwise-40rpr,rack,3,4000,1000000000,2,320
indep-ranks-rackwise-40rpr,rack,4,4000,1000000000,2,760
indep-ranks-rackwise-40rpr,rack,5,4000,1000000000,2,240
indep-ranks-rackwise-40rpr,rack,6,4000,1000000000,2,440
indep-ranks-rackwise-40rpr,rack,7,4000,1000000000,2,200
indep-ranks-rackwise-40rpr,rack,8,4000,1000000000,2,480
indep-ranks-rackwise-40rpr,rack,9,4000,1000000000,2,800
indep-ranks-rackwise-40rpr,rack,0,40000,1000000000,2,1760
indep-ranks-rackwise-40rpr,rack,1,40000,1000000000,2,1760
indep-ranks-rackwise-40rpr,rack,2,40000,1000000000,2,2320
indep-ranks-rackwise-40rpr,rack,3,40000,1000000000,2,880
indep-ranks-rackwise-40rpr,rack,4,40000,1000000000,2,2840
indep-ranks-rackwise-40rpr,rack,5,40000,1000000000,2,1800
indep-ranks-rackwise-40rpr,rack,6,40000,1000000000,2,2000
indep-ranks-rackwise-40rpr,rack,7,40000,1000000000,2,480
indep-ranks-rackwise-40rpr,rack,8,40000,1000000000,2,1120
indep-ranks-rackwise-40rpr,rack,9,40000,1000000000,2,1840
indep-ranks-rackwise-40rpr,rack,0,400000,1000000000,2,920
indep-ranks-rackwise-40rpr,rack,1,400000,1000000000,2,920
indep-ranks-rackwise-40rpr,rack,2,400000,1000000000,2,2960
indep-ranks-rackwise-40rpr,rack,3,400000,1000000000,2,8600
indep-ranks-rackwise-40rpr,rack,4,400000,1000000000,2,3760
indep-ranks-rackwise-40rpr,rack,5,400000,1000000000,2,2760
indep-ranks-rackwise-40rpr,rack,6,400000,1000000000,2,2960
indep-ranks-rackwise-40rpr,rack,7,400000,1000000000,2,7240
indep-ranks-rackwise-40rpr,rack,8,400000,1000000000,2,8800
indep-ranks-rackwise-40rpr,rack,9,400000,1000000000,2,6960
indep-ranks-rackwise-40rpr,rack,0,4000000,1000000000,2,11640
indep-ranks-rackwise-40rpr,rack,1,4000000,1000000000,2,11640
indep-ranks-rackwise-40rpr,rack,2,4000000,1000000000,2,9600
indep-ranks-rackwise-40rpr,rack,3,4000000,1000000000,2,2240
indep-ranks-rackwise-40rpr,rack,4,4000000,1000000000,2,11800
indep-ranks-rackwise-40rpr,rack,5,4000000,1000000000,2,22680
indep-ranks-rackwise-40rpr,rack,6,4000000,1000000000,2,12000
indep-ranks-rackwise-40rpr,rack,7,4000000,1000000000,2,21080
indep-ranks-rackwise-40rpr,rack,8,4000000,1000000000,2,33040
indep-ranks-rackwise-40rpr,rack,9,4000000,1000000000,2,12720
indep-ranks-rackwise-40rpr,rack,0,40000000,1000000000,2,41600
indep-ranks-rackwise-40rpr,rack,1,40000000,1000000000,2,41600
indep-ranks-rackwise-40rpr,rack,2,40000000,1000000000,2,47520
indep-ranks-rackwise-40rpr,rack,3,40000000,1000000000,2,24560
indep-ranks-rackwise-40rpr,rack,4,40000000,1000000000,2,42360
indep-ranks-rackwise-40rpr,rack,5,40000000,1000000000,2,37440
indep-ranks-rackwise-40rpr,rack,6,40000000,1000000000,2,13400
indep-ranks-rackwise-40rpr,rack,7,40000000,1000000000,2,55640
indep-ranks-rackwise-40rpr,rack,8,40000000,1000000000,2,66760
indep-ranks-rackwise-40rpr,rack,9,40000000,1000000000,2,111040
indep-ranks-rackwise-40rpr,rack,0,400,1000000000,3,280
indep-ranks-rackwise-40rpr,rack,1,400,1000000000,3,280
indep-ranks-rackwise-40rpr,rack,2,400,1000000000,3,160
indep-ranks-rackwise-40rpr,rack,3,400,1000000000,3,160
indep-ranks-rackwise-40rpr,rack,4,400,1000000000,3,240
indep-ranks-rackwise-40rpr,rack,5,400,1000000000,3,280
indep-ranks-rackwise-40rpr,rack,6,400,1000000000,3,200
indep-ranks-rackwise-40rpr,rack,7,400,1000000000,3,280
indep-ranks-rackwise-40rpr,rack,8,400,1000000000,3,280
indep-ranks-rackwise-40rpr,rack,9,400,1000000000,3,120
indep-ranks-rackwise-40rpr,rack,0,4000,1000000000,3,840
indep-ranks-rackwise-40rpr,rack,1,4000,1000000000,3,840
indep-ranks-rackwise-40rpr,rack,2,4000,1000000000,3,520
indep-ranks-rackwise-40rpr,rack,3,4000,1000000000,3,760
indep-ranks-rackwise-40rpr,rack,4,4000,1000000000,3,360
indep-ranks-rackwise-40rpr,rack,5,4000,1000000000,3,1240
indep-ranks-rackwise-40rpr,rack,6,4000,1000000000,3,720
indep-ranks-rackwise-40rpr,rack,7,4000,1000000000,3,440
indep-ranks-rackwise-40rpr,rack,8,4000,1000000000,3,1400
indep-ranks-rackwise-40rpr,rack,9,4000,1000000000,3,1000
indep-ranks-rackwise-40rpr,rack,0,40000,1000000000,3,3640
indep-ranks-rackwise-40rpr,rack,1,40000,1000000000,3,3640
indep-ranks-rackwise-40rpr,rack,2,40000,1000000000,3,4200
indep-ranks-rackwise-40rpr,rack,3,40000,1000000000,3,4640
indep-ranks-rackwise-40rpr,rack,4,40000,1000000000,3,5080
indep-ranks-rackwise-40rpr,rack,5,40000,1000000000,3,4040
indep-ranks-rackwise-40rpr,rack,6,40000,1000000000,3,4040
indep-ranks-rackwise-40rpr,rack,7,40000,1000000000,3,2240
indep-ranks-rackwise-40rpr,rack,8,40000,1000000000,3,2960
indep-ranks-rackwise-40rpr,rack,9,40000,1000000000,3,2080
indep-ranks-rackwise-40rpr,rack,0,400000,1000000000,3,17200
indep-ranks-rackwise-40rpr,rack,1,400000,1000000000,3,17200
indep-ranks-rackwise-40rpr,rack,2,400000,1000000000,3,6560
indep-ranks-rackwise-40rpr,rack,3,400000,1000000000,3,10520
indep-ranks-rackwise-40rpr,rack,4,400000,1000000000,3,1520
indep-ranks-rackwise-40rpr,rack,5,400000,1000000000,3,12600
indep-ranks-rackwise-40rpr,rack,6,400000,1000000000,3,22240
indep-ranks-rackwise-40rpr,rack,7,400000,1000000000,3,18920
indep-ranks-rackwise-40rpr,rack,8,400000,1000000000,3,22640
indep-ranks-rackwise-40rpr,rack,9,400000,1000000000,3,18840
indep-ranks-rackwise-40rpr,rack,0,4000000,1000000000,3,42280
indep-ranks-rackwise-40rpr,rack,1,4000000,1000000000,3,42280
indep-ranks-rackwise-40rpr,rack,2,4000000,1000000000,3,28880
indep-ranks-rackwise-40rpr,rack,3,4000000,1000000000,3,95280
indep-ranks-rackwise-40rpr,rack,4,4000000,1000000000,3,82640
indep-ranks-rackwise-40rpr,rack,5,4000000,1000000000,3,84280
indep-ranks-rackwise-40rpr,rack,6,4000000,1000000000,3,88120
indep-ranks-rackwise-40rpr,rack,7,4000000,1000000000,3,91280
indep-ranks-rackwise-40rpr,rack,8,4000000,1000000000,3,66440
indep-ranks-rackwise-40rpr,rack,9,4000000,1000000000,3,31000
indep-ranks-rackwise-40rpr,rack,0,40000000,1000000000,3,303640
indep-ranks-rackwise-40rpr,rack,1,40000000,1000000000,3,303640
indep-ranks-rackwise-40rpr,rack,2,40000000,1000000000,3,317440
indep-ranks-rackwise-40rpr,rack,3,40000000,1000000000,3,365080
indep-ranks-rackwise-40rpr,rack,4,40000000,1000000000,3,537600
indep-ranks-rackwise-40rpr,rack,5,40000000,1000000000,3,410720
indep-ranks-rackwise-40rpr,rack,6,40000000,1000000000,3,500280
indep-ranks-rackwise-40rpr,rack,7,40000000,1000000000,3,302120
indep-ranks-rackwise-40rpr,rack,8,40000000,1000000000,3,385160
indep-ranks-rackwise-40rpr,rack,9,40000000,1000000000,3,351240
indep-ranks-rackwise-40rpr,rack,0,400,1000000000,4,320
indep-ranks-rackwise-40rpr,rack,1,400,1000000000,4,320
indep-ranks-rackwise-40rpr,rack,2,400,1000000000,4,280
indep-ranks-rackwise-40rpr,rack,3,400,1000000000,4,320
indep-ranks-rackwise-40rpr,rack,4,400,1000000000,4,320
indep-ranks-rackwise-40rpr,rack,5,400,1000000000,4,320
indep-ranks-rackwise-40rpr,rack,6,400,1000000000,4,280
indep-ranks-rackwise-40rpr,rack,7,400,1000000000,4,320
indep-ranks-rackwise-40rpr,rack,8,400,1000000000,4,320
indep-ranks-rackwise-40rpr,rack,9,400,1000000000,4,200
indep-ranks-rackwise-40rpr,rack,0,4000,1000000000,4,1880
indep-ranks-rackwise-40rpr,rack,1,4000,1000000000,4,1880
indep-ranks-rackwise-40rpr,rack,2,4000,1000000000,4,1360
indep-ranks-rackwise-40rpr,rack,3,4000,1000000000,4,1680
indep-ranks-rackwise-40rpr,rack,4,4000,1000000000,4,1760
indep-ranks-rackwise-40rpr,rack,5,4000,1000000000,4,2400
indep-ranks-rackwise-40rpr,rack,6,4000,1000000000,4,1240
indep-ranks-rackwise-40rpr,rack,7,4000,1000000000,4,1840
indep-ranks-rackwise-40rpr,rack,8,4000,1000000000,4,1840
indep-ranks-rackwise-40rpr,rack,9,4000,1000000000,4,1720
indep-ranks-rackwise-40rpr,rack,0,40000,1000000000,4,4960
indep-ranks-rackwise-40rpr,rack,1,40000,1000000000,4,4960
indep-ranks-rackwise-40rpr,rack,2,40000,1000000000,4,12920
indep-ranks-rackwise-40rpr,rack,3,40000,1000000000,4,9080
indep-ranks-rackwise-40rpr,rack,4,40000,1000000000,4,10520
indep-ranks-rackwise-40rpr,rack,5,40000,1000000000,4,9040
indep-ranks-rackwise-40rpr,rack,6,40000,1000000000,4,3080
indep-ranks-rackwise-40rpr,rack,7,40000,1000000000,4,6160
indep-ranks-rackwise-40rpr,rack,8,40000,1000000000,4,11640
indep-ranks-rackwise-40rpr,rack,9,40000,1000000000,4,9520
indep-ranks-rackwise-40rpr,rack,0,400000,1000000000,4,19440
indep-ranks-rackwise-40rpr,rack,1,400000,1000000000,4,19440
indep-ranks-rackwise-40rpr,rack,2,400000,1000000000,4,56560
indep-ranks-rackwise-40rpr,rack,3,400000,1000000000,4,68440
indep-ranks-rackwise-40rpr,rack,4,400000,1000000000,4,45480
indep-ranks-rackwise-40rpr,rack,5,400000,1000000000,4,68520
indep-ranks-rackwise-40rpr,rack,6,400000,1000000000,4,39840
indep-ranks-rackwise-40rpr,rack,7,400000,1000000000,4,69720
indep-ranks-rackwise-40rpr,rack,8,400000,1000000000,4,72240
indep-ranks-rackwise-40rpr,rack,9,400000,1000000000,4,44080
indep-ranks-rackwise-40rpr,rack,0,4000000,1000000000,4,225800
indep-ranks-rackwise-40rpr,rack,1,4000000,1000000000,4,225800
indep-ranks-rackwise-40rpr,rack,2,4000000,1000000000,4,353800
indep-ranks-rackwise-40rpr,rack,3,4000000,1000000000,4,297040
indep-ranks-rackwise-40rpr,rack,4,4000000,1000000000,4,291280
indep-ranks-rackwise-40rpr,rack,5,4000000,1000000000,4,290400
indep-ranks-rackwise-40rpr,rack,6,4000000,1000000000,4,260240
indep-ranks-rackwise-40rpr,rack,7,4000000,1000000000,4,313080
indep-ranks-rackwise-40rpr,rack,8,4000000,1000000000,4,331000
indep-ranks-rackwise-40rpr,rack,9,4000000,1000000000,4,294240
indep-ranks-rackwise-40rpr,rack,0,40000000,1000000000,4,983400
indep-ranks-rackwise-40rpr,rack,1,40000000,1000000000,4,983400
indep-ranks-rackwise-40rpr,rack,2,40000000,1000000000,4,1876840
indep-ranks-rackwise-40rpr,rack,3,40000000,1000000000,4,1223680
indep-ranks-rackwise-40rpr,rack,4,40000000,1000000000,4,1635560
indep-ranks-rackwise-40rpr,rack,5,40000000,1000000000,4,934920
indep-ranks-rackwise-40rpr,rack,6,40000000,1000000000,4,1744320
indep-ranks-rackwise-40rpr,rack,7,40000000,1000000000,4,1960240
indep-ranks-rackwise-40rpr,rack,8,40000000,1000000000,4,984280
